"Step","baseline_runseed=4 - training/episode/length","baseline_runseed=4 - training/episode/length__MIN","baseline_runseed=4 - training/episode/length__MAX","baseline_runseed=3 - training/episode/length","baseline_runseed=3 - training/episode/length__MIN","baseline_runseed=3 - training/episode/length__MAX","baseline_runseed=2 - training/episode/length","baseline_runseed=2 - training/episode/length__MIN","baseline_runseed=2 - training/episode/length__MAX","baseline_runseed=1 - training/episode/length","baseline_runseed=1 - training/episode/length__MIN","baseline_runseed=1 - training/episode/length__MAX","baseline_runseed=0 - training/episode/length","baseline_runseed=0 - training/episode/length__MIN","baseline_runseed=0 - training/episode/length__MAX"
"21834560","","","","","","","","","","","","","898","898","898"
"21835072","","","","671","671","671","","","","","","","","",""
"21835840","","","","","","","1994","1994","1994","1696","1696","1696","","",""
"21836032","","","","","","","","","","","","","635","635","635"
"21837696","","","","","","","968","968","968","","","","","",""
"21837824","","","","","","","2330","2330","2330","","","","","",""
"21838080","","","","","","","","","","","","","479","479","479"
"21838720","1731","1731","1731","","","","","","","","","","","",""
"21838848","","","","","","","","","","","","","135","135","135"
"21838912","","","","","","","","","","","","","569","569","569"
"21840832","","","","","","","","","","","","","247","247","247"
"21840960","","","","","","","","","","","","","120","120","120"
"21841024","","","","","","","","","","","","","184","184","184"
"21841408","","","","","","","","","","","","","196","196","196"
"21841600","","","","","","","","","","","","","1329","1329","1329"
"21842368","","","","3504","3504","3504","","","","","","","","",""
"21843328","","","","","","","","","","2867","2867","2867","","",""
"21843392","","","","","","","","","","","","","159","159","159"
"21843456","","","","","","","","","","","","","436","436","436"
"21843584","","","","","","","","","","","","","419","419","419"
"21843904","","","","","","","","","","","","","342","342","342"
"21844416","","","","","","","","","","","","","236","236","236"
"21844480","","","","","","","","","","","","","71","71","71"
"21844864","1695","1695","1695","","","","","","","","","","","",""
"21844992","","","","","","","","","","","","","569","569","569"
"21845120","","","","","","","","","","","","","597","597","597"
"21846720","","","","916","916","916","","","","","","","","",""
"21846784","","","","","","","5000","5000","5000","","","","","",""
"21847680","4418","4418","4418","","","","","","","","","","","",""
"21848896","","","","","","","","","","2840","2840","2840","","",""
"21849600","","","","","","","","","","4812","4812","4812","","",""
"21849792","5000","5000","5000","","","","284","284","284","","","","","",""
"21850048","","","","","","","1730","1730","1730","","","","","",""
"21852096","","","","","","","2668","2668","2668","","","","","",""
"21852352","","","","","","","","","","","","","137","137","137"
"21853056","","","","","","","2688","2688","2688","","","","","",""
"21853696","","","","","","","","","","3524","3524","3524","","",""
"21854080","","","","5000","5000","5000","","","","","","","","",""
"21854528","","","","","","","","","","","","","460","460","460"
"21854592","","","","695","695","695","","","","","","","","",""
"21855680","","","","","","","","","","3190","3190","3190","","",""
"21856000","","","","5000","5000","5000","","","","","","","","",""
"21856128","2405","2405","2405","","","","","","","","","","","",""
"21856832","","","","","","","","","","","","","266","266","266"
"21857344","","","","","","","","","","1591","1591","1591","247","247","247"
"21857664","","","","","","","","","","519","519","519","438","438","438"
"21857984","","","","","","","","","","","","","268","268","268"
"21858944","","","","","","","","","","4127","4127","4127","","",""
"21860928","5000","5000","5000","","","","","","","","","","","",""
"21864640","2591","2591","2591","","","","","","","","","","","",""
"21864704","","","","3146","3146","3146","","","","","","","","",""
"21865280","","","","","","","1282","1282","1282","","","","","",""
"21865408","","","","2149","2149","2149","","","","","","","","",""
"21866176","","","","","","","","","","","","","223","223","223"
"21866432","","","","","","","1484","1484","1484","","","","","",""
"21867264","","","","","","","1754","1754","1754","","","","","",""
"21868352","","","","","","","","","","","","","308","308","308"
"21869184","","","","5000","5000","5000","","","","","","","","",""
"21869952","","","","","","","","","","","","","218","218","218"
"21870464","","","","","","","","","","3867","3867","3867","","",""
"21870592","5000","5000","5000","","","","","","","","","","","",""
"21871040","5000","5000","5000","","","","","","","","","","","",""
"21873024","","","","","","","","","","1031","1031","1031","","",""
"21873600","","","","","","","","","","985","985","985","","",""
"21875328","","","","","","","","","","","","","67","67","67"
"21875584","","","","","","","","","","","","","126","126","126"
"21877440","","","","","","","","","","2814","2814","2814","","",""
"21877952","","","","","","","","","","","","","317","317","317"
"21878464","","","","","","","","","","","","","220","220","220"
"21879360","","","","387","387","387","","","","","","","","",""
"21880000","3347","3347","3347","","","","","","","","","","","",""
"21880064","","","","","","","","","","5000","5000","5000","","",""
"21880256","","","","","","","","","","","","","186","186","186"
"21880320","","","","","","","","","","","","","289","289","289"
"21880640","","","","5000","5000","5000","","","","","","","","",""
"21880704","","","","","","","","","","","","","399","399","399"
"21883520","","","","","","","","","","","","","1052","1052","1052"
"21886400","","","","","","","","","","1617","1617","1617","","",""
"21887040","","","","","","","","","","986","986","986","","",""
"21887616","","","","","","","","","","692","692","692","","",""
"21888704","2894","2894","2894","","","","","","","","","","","",""
"21890048","3201","3201","3201","","","","","","","","","","","",""
"21890688","3434","3434","3434","","","","","","","","","","","",""
"21891008","","","","","","","","","","5000","5000","5000","","",""
"21891520","4488","4488","4488","","","","","","","","","","","",""
"21892160","","","","","","","2212","2212","2212","","","","","",""
"21892224","","","","","","","","","","","","","291","291","291"
"21892288","","","","","","","","","","","","","882","882","882"
"21892352","566","566","566","","","","","","","","","","","",""
"21892544","","","","","","","2789","2789","2789","","","","","",""
"21894400","","","","","","","5000","5000","5000","","","","","",""
"21894656","","","","","","","","","","","","","623","623","623"
"21894720","","","","","","","","","","","","","127","127","127"
"21895104","","","","","","","","","","4736","4736","4736","","",""
"21895168","","","","","","","","","","2957","2957","2957","","",""
"21895424","","","","","","","","","","","","","239","239","239"
"21895552","2260","2260","2260","","","","","","","","","","","",""
"21896128","5000","5000","5000","","","","","","","","","","","",""
"21896192","","","","","","","","","","3878","3878","3878","","",""
"21896896","","","","","","","","","","1567","1567","1567","","",""
"21898432","5000","5000","5000","","","","","","","","","","","",""
"21899328","","","","","","","961","961","961","","","","","",""
"21899392","","","","","","","","","","","","","243","243","243"
"21899584","","","","","","","","","","","","","109","109","109"
"21900736","","","","","","","5000","5000","5000","3139","3139","3139","","",""
"21901056","","","","","","","","","","2302","2302","2302","","",""
"21901120","","","","","","","3086","3086","3086","","","","","",""
"21901248","","","","","","","","","","681","681","681","","",""
"21901696","","","","","","","5000","5000","5000","","","","","",""
"21901952","","","","","","","2141","2141","2141","","","","","",""
"21902528","","","","","","","","","","","","","690","690","690"
"21902656","","","","","","","","","","","","","695","695","695"
"21903104","1673","1673","1673","","","","","","","","","","","",""
"21903360","","","","","","","","","","","","","222","222","222"
"21903680","","","","","","","","","","","","","359","359","359"
"21904000","2855","2855","2855","","","","","","","","","","","",""
"21905920","","","","","","","","","","2433","2433","2433","","",""
"21906048","","","","","","","","","","1308","1308","1308","","",""
"21906944","","","","","","","","","","","","","358","358","358"
"21907072","","","","","","","","","","","","","447","447","447"
"21907520","","","","","","","","","","","","","198","198","198"
"21907840","","","","","","","","","","2547","2547","2547","","",""
"21908224","","","","","","","","","","","","","176","176","176"
"21908352","","","","","","","","","","","","","91","91","91"
"21910400","","","","","","","","","","","","","245","245","245"
"21910464","","","","","","","5000","5000","5000","","","","","",""
"21910528","","","","","","","","","","2357","2357","2357","","",""
"21910720","5000","5000","5000","","","","","","","","","","","",""
"21910784","","","","","","","","","","581","581","581","","",""
"21911680","","","","","","","","","","849","849","849","","",""
"21912384","3315","3315","3315","","","","","","","","","","","",""
"21912960","5000","5000","5000","","","","","","","","","","","",""
"21913536","","","","","","","","","","","","","240","240","240"
"21914304","","","","2740","2740","2740","","","","","","","","",""
"21914432","","","","","","","","","","","","","280","280","280"
"21915328","","","","","","","","","","","","","794","794","794"
"21915456","","","","","","","5000","5000","5000","","","","","",""
"21916544","3435","3435","3435","","","","","","","","","","","",""
"21917248","","","","","","","5000","5000","5000","","","","","",""
"21918336","","","","","","","","","","","","","110","110","110"
"21918848","5000","5000","5000","5000","5000","5000","","","","","","","","",""
"21919872","","","","","","","","","","2556","2556","2556","465","465","465"
"21920832","","","","","","","3197","3197","3197","","","","","",""
"21921024","","","","","","","4976","4976","4976","","","","","",""
"21921152","","","","5000","5000","5000","","","","","","","","",""
